filename	NH	NC	NN	NO	NF	mu	alpha	HOMO	HOMO_ev	HOMO_kcm	HOMO_kjm	LUMO	LUMO_ev	LUMO_kcm	LUMO_kjm	gap	gap_ev	gap_kcm	gap_kjm	zpve	zpve_ev	zpve_kcm	zpve_kjm	zpve_cmi	U0	U0_ev	U0_kcm	U0_kjm	U	U_ev	U_kcm	U_kjm	H	H_ev	H_kcm	H_kjm	G	G_ev	G_kcm	G_kjm	Cv
bigqm7wdef2tzvp_009628.xyz	05	03	03	01	00	2.45900000	64.84990000	-0.29714000	-8.08559060	-186.45816362	-780.14095659	0.04136000	1.12546284	25.95379164	108.59066421	0.33850000	9.21105344	212.41195526	888.73162081	0.09005800	2.45060281	56.51224776	236.44724463	19765.44636128	-1.68936900	-45.97006836	-1060.09504415	-4435.43766473	-1.69885100	-46.22808670	-1066.04508894	-4460.33265211	-1.70923500	-46.51064971	-1072.56114726	-4487.59584015	-1.56378900	-42.55286277	-981.29240503	-4105.72742266	26.78100000
bigqm7wdef2tzvp_009629.xyz	04	03	02	02	00	1.05104000	59.67720000	-0.31297000	-8.51634681	-196.39163852	-821.70261555	0.03648000	0.99267128	22.89154543	95.77822608	0.34945000	9.50901809	219.28318395	917.48084163	0.07727900	2.10286853	48.49330426	202.89598501	16960.78004568	-1.57612700	-42.88859682	-989.03461686	-4138.12083695	-1.58432700	-43.11173017	-994.18019451	-4159.64993382	-1.59376700	-43.36860564	-1000.10388389	-4184.43465022	-1.46111800	-39.75904278	-916.86538034	-3836.16475134	26.18100000
bigqm7wdef2tzvp_009630.xyz	08	06	00	01	00	0.89112900	77.32060000	-0.29762000	-8.09865207	-186.75936817	-781.40119641	0.04930000	1.34152122	30.93621682	129.43713118	0.34692000	9.44017329	217.69558499	910.83832759	0.12285400	3.34302735	77.09204831	322.55313011	26963.33637510	-2.31435700	-62.97685674	-1452.28093217	-6076.34342019	-2.32712700	-63.32434611	-1460.29422809	-6109.87105032	-2.34034300	-63.68397176	-1468.58739323	-6144.56965327	-2.16004700	-58.77786809	-1355.44994601	-5671.20257409	28.87800000
bigqm7wdef2tzvp_009631.xyz	05	05	00	01	01	2.32042000	63.57440000	-0.30857000	-8.39661672	-193.63059685	-810.15041723	0.04360000	1.18641634	27.35941285	114.47178336	0.35217000	9.58303306	220.99000970	924.62220059	0.08727100	2.37476468	54.76337887	229.12997719	19153.77056336	-1.88514500	-51.29740424	-1182.94633796	-4949.44747801	-1.89452200	-51.55256539	-1188.83049425	-4974.06678793	-1.90490600	-51.83512840	-1195.34655257	-5001.32997596	-1.76173300	-47.93919294	-1105.50413937	-4625.42931911	25.73600000
bigqm7wdef2tzvp_009632.xyz	06	04	02	01	00	2.54248000	69.90140000	-0.28799000	-7.83660644	-180.71645198	-756.11763508	0.04641000	1.26288033	29.12271446	121.84943729	0.33440000	9.09948677	209.83916644	877.96707237	0.10108000	2.75052668	63.42865713	265.38550142	22184.49574939	-1.92198400	-52.29984441	-1206.06315928	-5046.16825845	-1.93258000	-52.58817624	-1212.71224962	-5073.98805240	-1.94390800	-52.89642679	-1219.82067688	-5103.72971208	-1.78707800	-48.62886546	-1121.40836686	-4691.97260694	27.16700000
bigqm7wdef2tzvp_009633.xyz	05	04	01	02	00	1.98161000	63.74640000	-0.31206000	-8.49158445	-195.82060490	-819.31341090	0.03796000	1.03294413	23.82025944	99.66396551	0.35002000	9.52452858	219.64086434	918.97737641	0.08828500	2.40235702	55.39967347	231.79223380	19376.31783968	-1.80221000	-49.04062812	-1130.90384014	-4731.70166716	-1.81152000	-49.29396611	-1136.74595330	-4756.14506861	-1.82190400	-49.57652912	-1143.26201163	-4783.40825664	-1.67784800	-45.65656600	-1052.86550756	-4405.18928362	26.28300000
bigqm7wdef2tzvp_009634.xyz	10	07	00	00	00	0.64455500	88.37320000	-0.29902000	-8.13674800	-187.63788142	-785.07689587	0.03325000	0.90477851	20.86468984	87.29786231	0.33227000	9.04152652	208.50257127	872.37475818	0.14773100	4.01996495	92.70260137	387.86768412	32423.20678228	-2.63658800	-71.74520817	-1654.48393588	-6922.36078771	-2.65245500	-72.17697120	-1664.44062862	-6964.01959015	-2.66755900	-72.58797194	-1673.91853164	-7003.67513639	-2.46072700	-66.95978699	-1544.12949315	-6460.63779933	29.25200000
bigqm7wdef2tzvp_009635.xyz	07	06	00	00	01	1.20269000	74.55450000	-0.30901000	-8.40858973	-193.90670102	-811.30563706	0.02839000	0.77253119	17.81499383	74.53793416	0.33740000	9.18112092	211.72169484	885.84357123	0.11219400	3.05295400	70.40279737	294.56530418	24623.73680359	-2.21569400	-60.29209997	-1390.36896543	-5817.30375135	-2.22819700	-60.63232390	-1398.21471632	-5850.13037308	-2.24046900	-60.96626201	-1405.91551252	-5882.35050439	-2.07056900	-56.34304789	-1299.30165374	-5436.27811924	26.08300000
bigqm7wdef2tzvp_009636.xyz	08	06	00	01	00	3.09707000	75.11480000	-0.32661000	-8.88751009	-204.95086767	-857.51443034	-0.00204000	-0.05551122	-1.28011932	-5.35601922	0.32457000	8.83199886	203.67074836	852.15841112	0.12370600	3.36621145	77.62668637	324.79005579	27150.32876112	-2.36851800	-64.45065250	-1486.26747252	-6218.54310502	-2.38189500	-64.81465918	-1494.66166669	-6253.66441341	-2.39511100	-65.17428483	-1502.95483183	-6288.36301637	-2.21318900	-60.22393545	-1388.79705421	-5810.72687480	27.30200000
bigqm7wdef2tzvp_009637.xyz	07	06	01	00	00	4.59625000	78.43890000	-0.32959000	-8.96860001	-206.82084589	-865.33841921	0.00551000	0.14993473	3.45757717	14.46650290	0.33510000	9.11853473	210.27842307	879.80492210	0.11328000	3.08250556	71.08427265	297.41659677	24862.08625337	-2.27990300	-62.03931572	-1430.66072092	-5985.88445634	-2.29205300	-62.36993403	-1438.28496097	-6017.78427670	-2.30432500	-62.70387213	-1445.98575718	-6050.00440802	-2.13494500	-58.09480794	-1339.69820331	-5605.29728267	26.56100000
bigqm7wdef2tzvp_009638.xyz	07	05	01	01	00	4.89061000	75.73610000	-0.28841000	-7.84803522	-180.98000596	-757.22034492	0.02487000	0.67674712	15.60616049	65.29617551	0.31328000	8.52478234	196.58616645	822.51652043	0.11323700	3.08133548	71.05728974	297.30370028	24852.64884422	-2.19419700	-59.70713685	-1376.87939437	-5760.86338605	-2.20621600	-60.03419047	-1384.42143068	-5792.41926597	-2.21848700	-60.36810137	-1392.12159937	-5824.63677178	-2.04876400	-55.74970366	-1285.61880977	-5379.02910006	27.34000000
bigqm7wdef2tzvp_009639.xyz	06	05	02	00	00	6.53592000	76.34200000	-0.29177000	-7.93946547	-183.08843777	-766.04202364	0.02767000	0.75293899	17.36318701	72.64757444	0.31944000	8.69240446	200.45162478	838.68959808	0.10230400	2.78383342	64.19672872	268.59911295	22453.13269831	-2.10086700	-57.16749840	-1318.31393563	-5515.82550667	-2.11150100	-57.45686425	-1324.98687132	-5543.74506961	-2.12282900	-57.76511481	-1332.09529859	-5573.48672929	-1.96605800	-53.49915895	-1233.72001162	-5161.88452863	26.91900000
bigqm7wdef2tzvp_009640.xyz	05	05	00	01	01	2.03574000	63.82960000	-0.33303000	-9.06220717	-208.97947846	-874.37013789	-0.00649000	-0.17660188	-4.07253645	-17.03949252	0.32654000	8.88560529	204.90694201	857.33064537	0.08819100	2.39979915	55.34068758	231.54543684	19355.68722432	-1.94654300	-52.96812879	-1221.47416433	-5110.64790357	-1.95635000	-53.23499083	-1227.62814970	-5136.39617833	-1.96673400	-53.51755384	-1234.14420802	-5163.65936637	-1.82262600	-49.59617574	-1143.71507346	-4785.30386737	24.22400000
bigqm7wdef2tzvp_009641.xyz	04	05	01	00	01	2.81047000	64.70600000	-0.34045000	-9.26411564	-213.63559872	-893.85134506	-0.00178000	-0.04843626	-1.11696685	-4.67338932	0.33867000	9.21567938	212.51863187	889.17795574	0.07768300	2.11386193	48.74681808	203.95668685	17049.44779679	-1.85526200	-50.48424646	-1164.19447249	-4870.98967291	-1.86404000	-50.72310799	-1169.70275061	-4894.03630856	-1.87347900	-50.97995624	-1175.62581249	-4918.81839946	-1.74111500	-47.37814863	-1092.56614913	-4571.29676798	23.37200000
bigqm7wdef2tzvp_009642.xyz	06	05	00	02	00	4.24581000	65.15880000	-0.33848000	-9.21050921	-212.39940507	-888.67911081	-0.02319000	-0.63103199	-14.55194459	-60.88533615	0.31529000	8.57947722	197.84746048	827.79377466	0.09977900	2.71512467	62.61226731	261.96972642	21898.95925384	-2.10081200	-57.16600177	-1318.27942261	-5515.68110419	-2.11150200	-57.45689146	-1324.98749883	-5543.74769511	-2.12282900	-57.76511481	-1332.09529859	-5573.48672929	-1.96656200	-53.51287348	-1234.03627639	-5163.20778043	25.53800000
bigqm7wdef2tzvp_009643.xyz	05	05	01	01	00	6.76062000	66.42630000	-0.36797000	-10.01297292	-230.90465931	-966.10509456	-0.02729000	-0.74259867	-17.12473341	-71.64988458	0.34068000	9.27037426	213.77992590	894.45520997	0.08918900	2.42695612	55.96694203	234.16568546	19574.72290653	-2.00465700	-54.54949115	-1257.94124962	-5263.22618839	-2.01423000	-54.80998573	-1263.94839776	-5288.36009624	-2.02461400	-55.09254874	-1270.46445609	-5315.62328428	-1.88041300	-51.16863998	-1179.97696315	-4937.02361381	24.77800000
bigqm7wdef2tzvp_009644.xyz	04	05	02	00	00	5.38809000	66.50680000	-0.37923000	-10.31937310	-237.97041593	-995.66822026	-0.02742000	-0.74613615	-17.20630964	-71.99119953	0.35181000	9.57323696	220.76410629	923.67702073	0.07843900	2.13443374	49.22121524	205.94156456	17215.37061819	-1.91085200	-51.99692729	-1199.07772388	-5016.94119670	-1.91931200	-52.22713560	-1204.38645398	-5039.15292347	-1.92875200	-52.48401106	-1210.31014337	-5063.93763986	-1.79673500	-48.89164580	-1127.46822580	-4717.32705675	23.90900000
bigqm7wdef2tzvp_009645.xyz	05	04	01	02	00	5.83259000	63.59450000	-0.32811000	-8.92832716	-205.89213188	-861.45267977	0.00590000	0.16054716	3.70230587	15.49044775	0.33401000	9.08887433	209.59443774	876.94312752	0.09050200	2.46268466	56.79086196	237.61296646	19862.89309766	-1.94117800	-52.82213972	-1218.10757603	-5096.56209812	-1.95134000	-53.09866180	-1224.48432726	-5123.24242524	-1.96172400	-53.38122481	-1231.00038558	-5150.50561328	-1.81549300	-49.40207694	-1139.23904842	-4766.57617859	24.06500000
bigqm7wdef2tzvp_009646.xyz	04	04	02	01	00	8.99579000	64.43400000	-0.33059000	-8.99581139	-207.44835536	-867.96391883	-0.00405000	-0.11020610	-2.54141335	-10.63327345	0.32654000	8.88560529	204.90694201	857.33064537	0.07874200	2.14267879	49.41135061	206.73709095	17281.87143152	-1.83037800	-49.80711838	-1148.57952687	-4805.65674041	-1.83871200	-50.03389806	-1153.80919078	-4827.53765423	-1.84815200	-50.29077352	-1159.73288017	-4852.32237063	-1.71585100	-46.69068022	-1076.71274991	-4504.96614562	24.62700000
bigqm7wdef2tzvp_009647.xyz	03	04	03	00	00	7.26979000	63.81640000	-0.33374000	-9.08152725	-209.42501019	-876.23424262	0.00314000	0.08544375	1.97037973	8.24406880	0.33688000	9.16697100	211.39538992	884.47831142	0.06830300	1.85861915	42.86077926	179.32950043	14990.77575357	-1.73885800	-47.31673253	-1091.14986026	-4565.37101534	-1.74614400	-47.51499468	-1095.72189425	-4584.50040556	-1.75464000	-47.74618259	-1101.05321470	-4606.80665032	-1.63450100	-44.47703415	-1025.66485461	-4291.38175167	23.56800000
bigqm7wdef2tzvp_009648.xyz	03	04	00	02	01	2.42660000	52.08000000	-0.35252000	-9.59255704	-221.20963802	-925.54112546	-0.03199000	-0.87049217	-20.07402791	-83.98973279	0.32053000	8.72206487	201.13561010	841.55139267	0.06429200	1.74947429	40.34383878	168.79862146	14110.46300672	-1.67641900	-45.61768093	-1051.96879653	-4401.43744467	-1.68369100	-45.81556212	-1056.53204539	-4420.53007789	-1.69218700	-46.04675004	-1061.86336583	-4442.83632265	-1.57309100	-42.80598306	-987.12949811	-4130.14982011	22.31700000
bigqm7wdef2tzvp_009649.xyz	02	04	01	01	01	4.88276000	53.29270000	-0.37985000	-10.33624416	-238.35947180	-997.29603002	-0.03614000	-0.98341941	-22.67819221	-94.88555621	0.34371000	9.35282475	215.68127959	902.41047382	0.05358500	1.45812200	33.62509490	140.68739705	11760.54812753	-1.57839000	-42.95017619	-990.45467079	-4144.06234258	-1.58456400	-43.11817927	-994.32891425	-4160.27217723	-1.59211500	-43.32365243	-999.06723825	-4180.09732485	-1.48507700	-40.41100032	-931.89987971	-3899.06909670	21.56200000
bigqm7wdef2tzvp_009650.xyz	01	04	02	00	01	4.02763000	53.74590000	-0.39267000	-10.68509410	-246.40414320	-1030.95493513	-0.03685000	-1.00273950	-23.12372393	-96.74966094	0.35582000	9.68235461	223.28041926	934.20527420	0.04292400	1.16802144	26.93521645	112.69694562	9420.72908139	-1.47888300	-40.24245301	-928.01308606	-3882.80675206	-1.48391700	-40.37943512	-931.17196872	-3896.02351714	-1.49052500	-40.55924794	-935.31855130	-3913.37281862	-1.39579000	-37.98137749	-875.87144175	-3664.64611228	20.71200000
bigqm7wdef2tzvp_009651.xyz	08	05	02	00	00	1.91080000	80.84890000	-0.29027000	-7.89864840	-182.14717357	-762.10377421	0.01728000	0.47021271	10.84336362	45.36863340	0.30755000	8.36886111	192.99053719	807.47240762	0.12541300	3.41266129	78.69784504	329.27178363	27524.97195704	-2.23907400	-60.92830213	-1405.04013681	-5878.68793242	-2.25263800	-61.29739734	-1413.55167525	-5914.30020925	-2.26585300	-61.65699577	-1421.84421288	-5948.99618670	-2.08285100	-56.67725810	-1307.00872504	-5468.52450555	27.78100000
bigqm7wdef2tzvp_009652.xyz	07	05	01	01	00	0.41404800	74.58950000	-0.31467000	-8.56260616	-197.45840461	-826.16596490	0.01411000	0.38395263	8.85415861	37.04579961	0.32878000	8.94655879	206.31256322	863.21176452	0.11284100	3.07055977	70.80879599	296.26400243	24765.73689015	-2.12601100	-57.85170143	-1334.09203372	-5581.84106908	-2.13832900	-58.18689126	-1341.82169536	-5614.18197338	-2.15060100	-58.52082936	-1349.52249156	-5646.40210469	-1.98038800	-53.88909808	-1242.71222231	-5199.50793816	26.84400000
bigqm7wdef2tzvp_009653.xyz	05	04	01	02	00	2.78419000	64.83110000	-0.34061000	-9.26846946	-213.73600024	-894.27142500	-0.01206000	-0.32816929	-7.56776420	-31.66352540	0.32855000	8.94030017	206.16823604	862.60789960	0.08934500	2.43120109	56.06483351	234.57526340	19608.96094904	-1.85851100	-50.57265625	-1166.23325076	-4879.51992117	-1.86838600	-50.84136866	-1172.42990676	-4905.44672990	-1.87876900	-51.12390446	-1178.94533758	-4932.70729244	-1.73363000	-47.17447142	-1087.86924076	-4551.64490333	24.62000000
bigqm7wdef2tzvp_009654.xyz	04	04	02	01	00	4.05445000	65.11710000	-0.34960000	-9.51309980	-219.37731037	-917.87466657	-0.01612000	-0.43864751	-10.11545264	-42.32305385	0.33348000	9.07445229	209.26185773	875.55161272	0.07840500	2.13350855	49.19987992	205.85229758	17207.90848072	-1.76191400	-47.94411820	-1105.61771858	-4625.90453454	-1.77061400	-48.18085724	-1111.07705096	-4648.74638122	-1.78005300	-48.43770549	-1117.00011284	-4673.52847212	-1.64700500	-44.81728529	-1033.51123301	-4324.21099890	23.99600000
bigqm7wdef2tzvp_009655.xyz	03	03	01	03	00	5.00680000	53.02750000	-0.34978000	-9.51799785	-219.49026207	-918.34725650	-0.03124000	-0.85008363	-19.60339581	-82.02060808	0.31854000	8.66791422	199.88686626	836.32664842	0.06446000	1.75404580	40.44926037	169.23970540	14147.33474481	-1.57573300	-42.87787554	-988.78737813	-4137.08639010	-1.58280800	-43.07039608	-993.22700762	-4155.66179990	-1.59130400	-43.30158400	-998.55832807	-4177.96804466	-1.47198400	-40.05472167	-923.68389823	-3864.69343020	23.17400000
bigqm7wdef2tzvp_009656.xyz	02	03	02	02	00	5.77215000	53.85600000	-0.37720000	-10.26413400	-236.69657171	-990.33845604	-0.05193000	-1.41308716	-32.58656673	-136.34219518	0.32527000	8.85104683	204.11000498	853.99626086	0.05403900	1.47047597	33.90998420	141.87937388	11860.18961022	-1.47998300	-40.27238553	-928.70334647	-3885.69480164	-1.48601600	-40.43655181	-932.48911110	-3901.53444084	-1.49356800	-40.64205218	-937.22806261	-3921.36221396	-1.38602700	-37.71571275	-869.74506680	-3639.01335950	22.34000000
bigqm7wdef2tzvp_009657.xyz	01	03	03	01	00	4.35779000	54.90660000	-0.39733000	-10.81189915	-249.32833732	-1043.18976335	-0.05281000	-1.43703318	-33.13877506	-138.65263484	0.34452000	9.37486597	216.18956226	904.53712851	0.04342500	1.18165434	27.24959869	114.01232093	9530.68587176	-1.38188700	-37.60305762	-867.14717760	-3628.14379108	-1.38683100	-37.73759070	-870.24958442	-3641.12426120	-1.39343900	-37.91740353	-874.39616699	-3658.47356267	-1.29803200	-35.32124703	-814.52737108	-3407.98252059	21.34500000
bigqm7wdef2tzvp_009658.xyz	08	07	00	00	00	1.08481000	86.02610000	-0.30285000	-8.24096760	-190.04124269	-795.13255941	0.02495000	0.67892403	15.65636125	65.50621548	0.32780000	8.91989163	205.69760394	860.63877489	0.12373900	3.36710943	77.64739419	324.87669727	27157.57142396	-2.41110500	-65.60950370	-1512.99121828	-6330.35525727	-2.42438400	-65.97084367	-1521.32391651	-6365.21926670	-2.43760000	-66.33046932	-1529.61708166	-6399.91786965	-2.25610900	-61.39184805	-1415.72976062	-5923.41331842	28.41500000
bigqm7wdef2tzvp_009659.xyz	05	06	00	00	01	0.78088900	71.68100000	-0.31274000	-8.51008819	-196.24731134	-821.09875064	0.01901000	0.51728841	11.92895501	49.91074774	0.33175000	9.02737660	208.17626634	871.00949838	0.08816400	2.39906445	55.32374483	231.47454835	19349.76140927	-1.98878800	-54.11767370	-1247.98330185	-5221.56213495	-1.99870200	-54.38744736	-1254.20443073	-5247.59133817	-2.00908600	-54.67001037	-1260.72048905	-5274.85452620	-1.86457400	-50.73763887	-1170.03784067	-4895.43832536	25.23100000
bigqm7wdef2tzvp_009660.xyz	06	06	00	01	00	4.00218000	74.09920000	-0.33212000	-9.03744481	-208.40844485	-871.98093324	-0.00551000	-0.14993473	-3.45757717	-14.46650290	0.32661000	8.88751009	204.95086767	857.51443034	0.09959500	2.71011778	62.49680557	261.48663449	21858.57592165	-2.13865500	-58.19576217	-1342.02626344	-5615.03788625	-2.14931500	-58.48583552	-1348.71551438	-5643.02571218	-2.16064300	-58.79408608	-1355.82394165	-5672.76737186	-2.00447300	-54.54448426	-1257.82578787	-5262.74309646	26.63300000
bigqm7wdef2tzvp_009661.xyz	05	06	01	00	00	4.77223000	73.85680000	-0.34246000	-9.31881052	-214.89689276	-899.12859930	-0.00366000	-0.09959366	-2.29668466	-9.60932860	0.33880000	9.21921685	212.60020810	889.51927069	0.08899700	2.42173153	55.84646021	233.66158953	19532.58377729	-2.04768200	-55.72026094	-1284.93984452	-5376.18830947	-2.05724500	-55.98048341	-1290.94071757	-5401.29596232	-2.06762800	-56.26301921	-1297.45614839	-5428.55652486	-1.92363200	-52.34468878	-1207.09729489	-5050.49508182	25.69600000
bigqm7wdef2tzvp_009662.xyz	05	05	01	01	00	6.27845000	72.21190000	-0.29504000	-8.02844670	-185.14039374	-774.62740739	0.01562000	0.42504182	9.80169791	41.01030404	0.31066000	8.45348851	194.94209164	815.63771143	0.08883100	2.41721444	55.74229364	233.22575660	19496.15098846	-1.96168200	-53.38008193	-1230.97403019	-5150.39534230	-1.97093800	-53.63195050	-1236.78225783	-5174.69696676	-1.98132200	-53.91451351	-1243.29831616	-5201.96015480	-1.83737900	-49.99762528	-1152.97272066	-4824.03786324	26.82200000
bigqm7wdef2tzvp_009663.xyz	04	05	02	00	00	6.85521000	71.37200000	-0.30258000	-8.23362053	-189.87181513	-794.42367452	0.02474000	0.67320964	15.52458426	64.95486056	0.32732000	8.90683017	205.39639940	859.37853507	0.07847500	2.13541335	49.24380558	206.03608255	17223.27170492	-1.87311800	-50.97013293	-1175.39928157	-4917.87059410	-1.88135600	-51.19430031	-1180.56870458	-4939.49945995	-1.89079600	-51.45117577	-1186.49239397	-4964.28417635	-1.75891500	-47.86251126	-1103.73581768	-4618.03066118	25.73200000
bigqm7wdef2tzvp_009664.xyz	03	05	00	01	01	3.04500000	60.33550000	-0.34384000	-9.35636223	-215.76285582	-902.75178877	-0.01305000	-0.35510856	-8.18899857	-34.26277002	0.33079000	9.00125367	207.57385725	868.48901875	0.06413500	1.74520210	40.24531979	168.38641802	14076.00548958	-1.71471800	-46.65984973	-1076.00178168	-4501.99145455	-1.72202700	-46.85873773	-1080.58824839	-4521.18123126	-1.73052200	-47.08989844	-1085.91894133	-4543.48485052	-1.61136300	-43.84741715	-1011.14554051	-4230.63294150	23.36700000
bigqm7wdef2tzvp_009665.xyz	02	05	01	00	01	2.98417000	60.76570000	-0.35314000	-9.60942810	-221.59869389	-927.16893522	-0.01089000	-0.29633197	-6.83357812	-28.59169084	0.34225000	9.31309613	214.76511577	898.57724438	0.05353000	1.45662538	33.59058188	140.54299457	11748.47702280	-1.61855600	-44.04314863	-1015.65921612	-4249.51816025	-1.62472600	-44.21104287	-1019.53094955	-4265.71749290	-1.63227700	-44.41651603	-1024.26927355	-4285.54264052	-1.52544700	-41.50952389	-957.23243697	-4005.06051629	22.47500000
bigqm7wdef2tzvp_009666.xyz	06	05	02	00	00	2.32168000	78.54470000	-0.29746000	-8.09429825	-186.65896665	-780.98111647	0.01176000	0.32000587	7.37951136	30.87587551	0.30922000	8.41430412	194.03847801	811.85699198	0.10129700	2.75643155	63.56482668	265.95523484	22232.12174442	-2.00984400	-54.69063660	-1261.19614123	-5276.84465491	-2.02080900	-54.98900943	-1268.07678256	-5305.63325823	-2.03213700	-55.29725998	-1275.18520982	-5335.37491791	-1.87450500	-51.00787512	-1176.26963721	-4921.51216207	27.00700000
bigqm7wdef2tzvp_009667.xyz	05	05	01	01	00	0.65680700	71.82450000	-0.32210000	-8.76478674	-202.12079997	-845.67342707	0.00541000	0.14721359	3.39482623	14.20395294	0.32751000	8.91200033	205.51562620	859.87738000	0.08891200	2.41941856	55.79312191	233.43842207	19513.92843361	-1.89662500	-51.60979093	-1190.15014666	-4979.58821363	-1.90642600	-51.87648970	-1196.30036697	-5005.32073538	-1.91681000	-52.15905271	-1202.81642529	-5032.58392342	-1.77173700	-48.21141562	-1111.78174409	-4651.69481729	25.85500000
bigqm7wdef2tzvp_009668.xyz	03	04	01	02	00	2.69199000	60.76820000	-0.34771000	-9.46167029	-218.19131747	-912.91247229	-0.02791000	-0.75946972	-17.51378928	-73.27769435	0.31980000	8.70220056	200.67752819	839.63477794	0.06458400	1.75742002	40.52707155	169.56526735	14174.54959911	-1.61785600	-44.02410066	-1015.21995949	-4247.68031052	-1.62498100	-44.21798177	-1019.69096446	-4266.38699530	-1.63347700	-44.44916969	-1025.02228491	-4288.69324006	-1.51396700	-41.19713720	-950.02862827	-3974.91978067	24.17000000
bigqm7wdef2tzvp_009669.xyz	02	04	02	01	00	4.37104000	61.51380000	-0.36132000	-9.83201722	-226.73172134	-948.64552210	-0.02542000	-0.69171338	-15.95129070	-66.74020030	0.33590000	9.14030384	210.78043064	881.90532180	0.05418700	1.47450326	34.00285560	142.26794782	11892.67185568	-1.52369200	-41.46176791	-956.13115785	-4000.45276446	-1.52978700	-41.62762130	-959.95582807	-4016.45518463	-1.53733900	-41.83312167	-964.69477958	-4036.28295775	-1.42981800	-38.90732646	-897.22433396	-3753.98661329	23.02300000
bigqm7wdef2tzvp_009670.xyz	06	07	00	00	00	1.20601000	81.73370000	-0.31250000	-8.50355746	-196.09670907	-820.46863073	0.01804000	0.49089337	11.32027082	47.36401311	0.33054000	8.99445082	207.41697989	867.83264384	0.09952300	2.70815856	62.45162488	261.29759852	21842.77374818	-2.18086400	-59.34432747	-1368.51281062	-5725.85759964	-2.19156200	-59.63543486	-1375.22590692	-5753.94519456	-2.20289000	-59.94368541	-1382.33433419	-5783.68685423	-2.04672900	-55.69432850	-1284.34182800	-5373.68620834	27.55300000
bigqm7wdef2tzvp_009671.xyz	03	06	00	00	01	0.91057800	67.95510000	-0.32224000	-8.76859634	-202.20865129	-846.04099701	0.01219000	0.33170677	7.64934043	32.00484035	0.33443000	9.10030311	209.85799172	878.04583736	0.06396800	1.74065780	40.14052571	167.94795959	14039.35322613	-1.75388200	-47.72555636	-1100.57756253	-4604.81652161	-1.76115700	-47.92351918	-1105.14269391	-4623.91703133	-1.76965300	-48.15470710	-1110.47401436	-4646.22327609	-1.65074900	-44.91916471	-1035.86062846	-4334.04086947	24.38500000
bigqm7wdef2tzvp_009672.xyz	04	05	02	00	00	2.48750000	75.31190000	-0.30029000	-8.17130646	-188.43481845	-788.41128039	0.01210000	0.32925774	7.59286458	31.76854538	0.31239000	8.50056421	196.02768302	820.17982577	0.07701500	2.09568473	48.32764176	202.20285311	16902.83874297	-1.78224800	-48.49743448	-1118.37749612	-4679.29144378	-1.79062100	-48.72527540	-1123.63163291	-4701.27475208	-1.80006100	-48.98215086	-1129.55532229	-4726.05946848	-1.66769400	-45.38026161	-1046.49377641	-4378.52996050	26.26400000
bigqm7wdef2tzvp_009673.xyz	03	05	01	01	00	0.47276400	68.67770000	-0.33031000	-8.98819221	-207.27265271	-867.22877893	-0.00141000	-0.03836805	-0.88478835	-3.70195446	0.32890000	8.94982415	206.38786436	863.52682447	0.06464100	1.75897106	40.56283959	169.71492083	14187.05965311	-1.66064600	-45.18847578	-1042.07108967	-4360.02543919	-1.66782700	-45.38388072	-1046.57723517	-4378.87915195	-1.67632300	-45.61506864	-1051.90855562	-4401.18539671	-1.55676700	-42.36178443	-976.88603354	-4087.29116434	24.95100000
bigqm7wdef2tzvp_009674.xyz	14	07	00	00	00	0.14477100	81.02860000	-0.34678000	-9.43636370	-217.60773366	-910.47075765	0.10879000	2.96032645	68.26675513	285.62810348	0.45557000	12.39669015	285.87448880	1196.09886113	0.19584900	5.32932232	122.89710200	514.20147475	42983.88709954	-3.04255500	-82.79213205	-1909.23207248	-7988.22699126	-3.06391300	-83.37331279	-1922.63441972	-8044.30241211	-3.08279300	-83.88706371	-1934.48179850	-8093.87184491	-2.82389000	-76.84195479	-1772.01771444	-7414.12211722	31.50500000
bigqm7wdef2tzvp_009675.xyz	13	06	01	00	00	1.15708000	77.23060000	-0.32138000	-8.74519455	-201.66899315	-843.78306734	0.10714000	2.91542767	67.23136451	281.29602911	0.42852000	11.66062222	268.90035766	1125.07909645	0.18519900	5.03952108	116.21412615	486.23990382	40646.48227434	-2.84821800	-77.50395334	-1787.28376480	-7477.99527194	-2.86824200	-78.04883409	-1799.84901441	-7530.56827629	-2.88617800	-78.53689747	-1811.10402425	-7577.65923745	-2.63971600	-71.83032538	-1656.44678550	-6930.57335051	31.01500000
bigqm7wdef2tzvp_009676.xyz	12	06	00	01	00	1.59362000	72.90680000	-0.35425000	-9.63963274	-222.29522940	-930.08323980	0.10681000	2.90644791	67.02428638	280.42961423	0.46106000	12.54608065	289.31951578	1210.51285403	0.17258000	4.69614063	108.29558416	453.10872413	37876.93189977	-2.75107800	-74.86063951	-1726.32749498	-7222.95423901	-2.76983300	-75.37098902	-1738.09643507	-7272.19548435	-2.78682500	-75.83336485	-1748.75907597	-7316.80797387	-2.55328500	-69.47841826	-1602.21051458	-6703.64879300	30.16100000
