Index	E1_eV	E1_nm	E2_eV	E2_nm	f1_au	f2_au	n_C	n_H	n_N	n_O	n_F
16784	5.73734015	216.1004652	6.55383949	189.1779433	0.00441447	0.01357922	5	5	1	2	0
16785	5.53422159	224.0318453	6.32311199	196.080961	0.00499708	0.02331391	4	4	2	2	0
16786	5.35594811	231.4887764	6.14181479	201.8689783	0.00185726	0.00873686	4	3	1	3	0
16787	6.13148861	202.2089503	6.59119991	188.1056398	0.00401505	0.0174106	4	4	2	2	0
16788	4.42237016	280.3568744	4.56516326	271.5876312	0.00160756	0.00002645	6	6	0	2	0
16789	4.38481274	282.7582271	4.49431706	275.8688048	0.00051463	0.00044238	5	5	1	2	0
16790	4.28665447	289.2329866	4.36362378	284.1312494	0.00035932	0.00009776	5	4	0	3	0
16791	4.2823782	289.521807	4.93180672	251.3970934	0.00017996	0.00064042	5	5	1	2	0
16792	5.13258864	241.5626816	5.73332974	216.2516256	0.00163365	0.0025677	5	5	1	2	0
16793	5.07177555	244.4591372	5.36878427	230.935313	0.00041277	0.00605145	4	4	2	2	0
16794	4.95356739	250.2927237	5.12865197	241.7481012	0.000314	0.00393569	4	3	1	3	0
16795	5.27276972	235.1405318	6.07536459	204.0769501	0.00180498	0.00023404	4	4	2	2	0
16796	3.88161683	319.4137724	5.50874276	225.0680292	0.0007494	0.11486559	7	8	0	1	0
16797	3.73653145	331.816256	5.31033639	233.4770877	0.00049876	0.01458154	6	7	1	1	0
16798	3.56997247	347.2973209	5.15867402	240.3411945	0.0005965	0.04637113	6	6	0	2	0
16799	4.2889688	289.0769164	5.09661764	243.2675871	0.00189994	0.08547321	6	7	1	1	0
16800	4.19333766	295.6694588	5.14761449	240.8575617	0.00063544	0.2656442	6	7	1	1	0
16801	4.04382171	306.6015178	5.1169489	242.301008	0.0002024	0.27505033	5	6	2	1	0
16802	3.88169085	319.4076819	4.88046428	254.0417885	0.0014444	0.23831888	5	5	1	2	0
16803	4.63888788	267.2713608	5.33018084	232.6078445	0.00111414	0.23182916	5	6	2	1	0
16804	6.29366546	196.998376	6.92625041	179.0062158	0.07734504	0.0711048	7	10	0	1	0
16805	6.08580478	203.7268563	6.82489644	181.6645698	0.01329484	0.01236312	6	9	1	1	0
16806	5.90350891	210.0177866	6.3936722	193.9170225	0.00305863	0.08830482	6	8	0	2	0
16807	6.60054348	187.8393619	7.17464354	172.8088467	0.16011227	0.01085447	8	12	0	0	0
16808	6.24423408	198.5578791	6.74024645	183.9460744	0.01006193	0.03339367	7	11	1	0	0
16809	6.0761061	204.0520451	6.67988752	185.6081965	0.01672807	0.12142712	7	10	0	1	0
16810	5.56522842	222.7836456	6.51450516	190.3201923	0.00593731	0.17240607	5	8	2	1	0
16811	4.53407561	273.4497572	7.22138073	171.690418	0.00001601	0.0304474	7	10	0	1	0
16812	4.42629976	280.1079781	5.76559999	215.0412582	0.00056939	0.04981814	6	9	1	1	0
16813	4.38982371	282.4354591	6.30991365	196.4911001	0.00053424	0.02529744	6	9	1	1	0
16814	4.26523394	290.6855502	6.3724065	194.5641533	0.0001251	0.00481173	6	8	0	2	0
16815	5.00578794	247.6816615	6.16274497	201.1833821	0.00065512	0.02138693	6	9	1	1	0
16816	5.74102539	215.9617476	7.10317529	174.5475544	0.00308032	0.02390093	6	9	1	1	0
16817	5.55682908	223.1203907	6.7134914	184.6791485	0.00210931	0.02325564	5	8	2	1	0
16818	5.38910464	230.0645391	6.6875029	185.3968356	0.00097248	0.1684278	5	7	1	2	0
16819	6.32339281	196.072253	7.12653681	173.9753697	0.00164906	0.07529822	5	8	2	1	0
16820	6.69051302	185.3134239	7.4555687	166.2974249	0.01963479	0.2633971	6	9	1	1	0
16821	6.41220778	193.3564723	6.8979171	179.7414868	0.01992355	0.00575826	5	8	2	1	0
16822	6.3172561	196.2627216	6.94367223	178.5570855	0.0069054	0.04342053	5	7	1	2	0
16823	6.97789925	177.6812521	7.23122472	171.4566929	0.01251859	0.05617367	5	8	2	1	0
16824	5.89517897	210.3145439	7.59742654	163.192348	0.00161859	0.12169712	6	8	0	2	0
16825	5.61327311	220.8768131	6.8458922	181.1074202	0.00292849	0.00487599	5	7	1	2	0
16826	5.44078722	227.8791331	6.94472748	178.5299536	0.00096784	0.00783922	5	6	0	3	0
16827	6.42563523	192.9524211	7.13629916	173.7373738	0.0009907	0.02614223	5	7	1	2	0
16828	4.53729744	273.255587	5.16527142	240.0342161	0.00023574	0.00429341	6	9	1	1	0
16829	4.56840032	271.3951903	7.06874255	175.3977977	0.00006817	0.01003869	6	8	0	2	0
16830	4.41659101	280.7237241	6.29271415	197.0281575	0.00021117	0.03510072	5	7	1	2	0
16831	4.31225984	287.5155769	6.33008845	195.8648582	0.00011803	0.00347857	5	6	0	3	0
16832	5.08851218	243.6550863	6.29126215	197.0736309	0.00335755	0.04944621	5	7	1	2	0
16833	7.84706296	158.0007554	8.1796375	151.5766286	0.00852112	0.00178742	8	14	0	0	0
16834	7.60452626	163.0399887	7.92328313	156.4808242	0.01816218	0.03222752	7	12	0	1	0
16835	7.06193154	175.5669633	7.9866013	155.2402365	0.00461829	0.01077566	7	12	0	1	0
16836	6.88216525	180.1528779	7.10438592	174.5178104	0.00020068	0.00638176	6	11	1	1	0
16837	6.71763651	184.5651924	7.39310551	167.7024457	0.00174079	0.01473128	6	11	1	1	0
16838	7.2915265	170.0387258	7.74056767	160.1745412	0.00345157	0.02001427	6	10	0	2	0
16839	7.43241698	166.8154355	7.9686407	155.5901341	0.05627323	0.0785119	7	12	0	1	0
16840	6.66007954	186.1602205	7.30656623	169.6887205	0.00528341	0.02409656	6	11	1	1	0
16841	7.65605347	161.9426877	7.86339714	157.6725497	0.05008912	0.00031161	6	10	0	2	0
16842	7.05333138	175.7810329	7.05536326	175.7304097	0.00560596	0.00307621	6	10	0	2	0
16843	6.86301877	180.655469	7.57972064	163.5735583	0.00086546	0.02614474	5	9	1	2	0
16844	7.30149294	169.8066252	7.43818226	166.6861382	0.00512997	0.00244025	5	8	0	3	0
16845	5.1675237	239.9295962	5.42426774	228.5731339	0.07273434	0.04834142	6	7	1	1	0
16846	3.76652955	329.1735427	5.5234633	224.468202	0.00109989	0.20723459	7	8	0	1	0
16847	3.79215342	326.9492918	4.786871	259.0088338	0.00261227	0.18368686	6	7	1	1	0
16848	3.7611338	329.645777	5.35954546	231.3334004	0.00073265	0.05571321	6	7	1	1	0
16849	3.70903353	334.2762652	5.30550746	233.6895923	0.00093302	0.03788561	6	6	0	2	0
16850	3.41104792	363.4782928	4.98986466	248.4720448	0.0085208	0.08802766	6	7	1	1	0
16851	4.64500364	266.9194629	5.06341785	244.8626428	0.00052103	0.0257551	6	7	1	1	0
16852	4.79784698	258.416302	5.60043287	221.3832222	0.00378428	0.0371088	6	6	0	2	0
16853	6.7605788	183.3928592	7.47615955	165.8394082	0.00951066	0.2455001	6	9	1	1	0
16854	6.76927964	183.1571366	7.02803758	176.4136661	0.00891606	0.00652545	5	8	2	1	0
16855	6.73109064	184.196283	7.46228147	166.1478302	0.00926022	0.1745479	5	7	1	2	0
16856	6.74815952	183.7303744	7.42947597	166.8814705	0.01102201	0.1168023	6	9	1	1	0
16857	6.55682676	189.0917545	6.9928549	177.3012444	0.01585899	0.03799106	5	8	2	1	0
16858	6.24066367	198.6714779	6.71351372	184.6785347	0.00586741	0.01790345	5	8	2	1	0
16859	6.58451434	188.2966323	7.21510197	171.8398271	0.01680564	0.0344832	5	7	1	2	0
16860	7.27173294	170.5015689	7.34305534	168.8455034	0.04509091	0.00216322	5	7	1	2	0
16861	5.71549866	216.9262822	6.9067589	179.5113879	0.00048587	0.01408969	6	9	1	1	0
16862	5.8714071	211.1660551	7.68751717	161.2798837	0.00089218	0.05411574	6	8	0	2	0
16863	5.75466183	215.4499973	6.95291103	178.3198245	0.00046714	0.00059402	5	8	2	1	0
16864	5.84337067	212.1792277	7.08012453	175.1158289	0.00100385	0.00664895	5	7	1	2	0
16865	5.84582731	212.0900618	7.07788095	175.1713379	0.00037032	0.11253399	5	7	1	2	0
16866	5.83385131	212.5254501	7.58887754	163.3761869	0.00091393	0.03013687	5	6	0	3	0
16867	4.42996567	279.8761811	7.09802418	174.6742255	0.00006278	0.00708696	7	10	0	1	0
16868	5.76665035	215.0020897	6.95703057	178.2142343	0.00075406	0.08612038	6	9	1	1	0
16869	5.84087266	212.2699718	7.506368	165.1720081	0.00059764	0.02071356	6	8	0	2	0
16870	4.38865961	282.5103758	5.97034796	207.6666022	0.00041362	0.01174323	6	9	1	1	0
16871	4.42172226	280.3979543	6.81824271	181.841851	0.00021181	0.00252734	6	9	1	1	0
16872	4.49823495	275.6285272	7.04206097	176.0623602	0.00013447	0.00648772	6	8	0	2	0
16873	4.43777752	279.3835136	5.73613768	216.1457665	0.00006142	0.00701935	6	9	1	1	0
16874	5.68767284	217.9875513	6.81483258	181.9328444	0.00061003	0.0488997	5	8	2	1	0
16875	5.61079687	220.9742935	6.97130784	177.8492508	0.00339069	0.00197699	5	7	1	2	0
16876	4.43614647	279.4862353	6.05045202	204.9172312	0.00057807	0.0058187	6	9	1	1	0
16877	5.74596099	215.7762432	6.19851515	200.0223999	0.00353696	0.0026086	5	8	2	1	0
16878	5.80834091	213.458868	6.32255878	196.0981175	0.00187119	0.00209219	5	7	1	2	0
16879	4.3307897	286.2854029	6.86869289	180.5062324	0.00078569	0.00830612	6	8	0	2	0
16880	5.64677468	219.5663801	6.80172268	182.2835087	0.00239032	0.04617249	5	7	1	2	0
16881	5.70025484	217.5063939	7.16897214	172.9455563	0.00094064	0.01664172	5	6	0	3	0
16882	6.88463305	180.088302	6.94327984	178.5671764	0.01244908	0.00202781	5	7	1	2	0
16883	6.73901133	183.9797881	6.77784714	182.9256178	0.00991483	0.00589474	5	8	2	1	0
16884	6.91886742	179.1972299	7.16025144	173.1561923	0.00520913	0.00373334	5	7	1	2	0
16885	7.00547744	176.9817811	7.84488686	158.0445833	0.00102983	0.03609129	5	6	0	3	0
16886	6.47777524	191.3993354	6.91000576	179.4270394	0.17584247	0.06525539	8	12	0	0	0
16887	5.82498339	212.8489975	6.84980139	181.0040621	0.03945571	0.05442213	7	10	0	1	0
16888	6.19969666	199.9842803	6.67022095	185.8771824	0.06454312	0.03680004	7	11	1	0	0
16889	6.29332995	197.0088786	6.52485474	190.0183107	0.07866897	0.14940685	7	10	0	1	0
16890	6.0333815	205.4970127	6.82949897	181.5421424	0.01749743	0.09342907	6	9	1	1	0
16891	7.1700157	172.920385	7.28670954	170.1511317	0.01195493	0.21692975	8	12	0	0	0
16892	7.36802233	168.2733602	7.46636835	166.0568856	0.0145842	0.19063643	7	10	0	1	0
16893	6.40702754	193.5128056	7.06793138	175.4179277	0.00591407	0.07895441	6	9	1	1	0
16894	6.73178834	184.1771924	7.33316754	169.0731691	0.17753976	0.04953626	8	12	0	0	0
16895	6.26162569	198.0063863	6.91145748	179.3893514	0.01477456	0.06199702	7	11	1	0	0
16896	6.17211412	200.8779896	6.71635023	184.6005394	0.02128114	0.11820367	7	10	0	1	0
16897	6.27572364	197.5615797	6.65839107	186.2074279	0.04447732	0.05315339	7	10	0	1	0
16898	6.74300705	183.8707667	7.19080357	172.4204902	0.12685718	0.06441058	7	10	0	1	0
16899	6.24538703	198.5212238	6.96123336	178.1066387	0.0102527	0.04064361	6	9	1	1	0
16900	6.14004985	201.9270046	6.6781079	185.6576586	0.01938808	0.07440986	6	8	0	2	0
16901	5.70904358	217.1715558	7.0374481	176.1777648	0.04485846	0.00643278	6	9	1	1	0
16902	7.28929898	170.0906876	7.99716585	155.0351585	0.02682921	0.05185829	7	12	0	1	0
16903	6.7623157	183.3457547	7.28908374	170.0957103	0.0083953	0.02713563	6	11	1	1	0
16904	7.51232838	165.0409584	7.83175438	158.3095965	0.03821453	0.0362849	6	10	0	2	0
16905	7.78482998	159.2638347	8.04457352	154.1215171	0.00279514	0.00234921	8	14	0	0	0
16906	7.15839889	173.2010041	7.68418704	161.3497782	0.0160476	0.03358337	7	12	0	1	0
16907	7.67140776	161.61856	8.09453635	153.1702154	0.03231592	0.00282331	7	12	0	1	0
16908	6.83206038	181.4740805	7.09806418	174.6732411	0.00555247	0.01978576	6	11	1	1	0
16909	6.79359736	182.5015245	7.05267532	175.7973847	0.00170459	0.00904214	7	12	0	1	0
16910	6.88050481	180.1963533	7.24575968	171.1127516	0.00661957	0.00947246	6	10	0	2	0
16911	7.51093624	165.0715484	7.9225038	156.4962172	0.0160282	0.01886484	6	10	0	2	0
16912	7.22368308	171.6356963	7.83363849	158.2715205	0.00512016	0.00192097	7	12	0	1	0
16913	6.70232875	184.9867295	7.05765146	175.673435	0.01512383	0.00462266	6	11	1	1	0
16914	7.28668233	170.1517671	7.73331012	160.3248616	0.00547335	0.02912447	6	10	0	2	0
16915	6.82434269	181.6793107	7.19426567	172.3375161	0.0108943	0.0202927	6	11	1	1	0
16916	6.82971857	181.5363053	7.05838426	175.6551966	0.00262554	0.0060005	6	10	0	2	0
16917	6.04065946	205.2494242	6.21057387	199.6340276	0.03256366	0.0331608	6	7	1	1	0
16918	5.86356587	211.4484434	6.17161316	200.8942953	0.01541376	0.01368759	5	5	1	2	0
16919	4.33438705	286.047799	5.96631306	207.8070431	0.00485699	0.02910184	7	8	0	1	0
16920	4.21859281	293.8993949	5.6199165	220.6157113	0.0034492	0.00104327	6	6	0	2	0
16921	5.07028437	244.5310333	5.67648488	218.4171897	0.0153644	0.02422444	6	7	1	1	0
16922	5.42724248	228.4478497	6.40077791	193.701749	0.01326444	0.01651079	6	6	0	2	0
16923	5.26693532	235.4010063	5.97040103	207.6647565	0.01015159	0.01334593	5	4	0	3	0
16924	6.81042216	182.0506638	7.45532407	166.3028816	0.00965271	0.16759358	5	7	1	2	0
16925	6.82884209	181.5596054	7.4312341	166.8419886	0.01256597	0.22894165	6	9	1	1	0
16926	6.69157318	185.2840644	7.55274273	164.1578325	0.01629004	0.20003536	5	7	1	2	0
16927	6.26932189	197.7633144	6.72670661	184.31633	0.00211796	0.01373723	5	8	2	1	0
16928	6.5039466	190.6291597	7.17241901	172.8624434	0.01455933	0.08503533	5	7	1	2	0
16929	4.43619382	279.4832523	6.23808512	198.7536	0.00015376	0.0022217	6	8	0	2	0
16930	4.4123327	280.9946485	6.86809995	180.5218159	0.0002242	0.0110035	7	10	0	1	0
16931	4.30570734	287.9531231	6.57130675	188.6750874	0.00052366	0.00559674	6	8	0	2	0
16932	4.22164784	293.6867127	6.41086571	193.39695	0.00066143	0.02032818	6	8	0	2	0
16933	4.31103424	287.5973158	6.64613234	186.5508858	0.00061475	0.05687029	5	6	0	3	0
16934	4.35328236	284.8062157	6.48686248	191.1312101	0.00033472	0.0058031	5	6	0	3	0
16935	4.17326436	297.0916212	6.1271337	202.3526719	0.00029709	0.00338829	6	9	1	1	0
16936	5.67339857	218.5360081	6.80139424	182.2923112	0.00410253	0.03021143	6	9	1	1	0
16937	5.390721	229.9955564	6.77134117	183.1013745	0.00543956	0.06234815	5	7	1	2	0
16938	5.91848116	209.4864952	7.41198178	167.275354	0.00174489	0.03338204	5	6	0	3	0
16939	5.92267063	209.3383127	7.64132476	162.2548333	0.00225792	0.11602189	6	8	0	2	0
16940	5.79785174	213.8450467	7.76251392	159.7216942	0.00319009	0.08862986	5	6	0	3	0
16941	5.74135165	215.9494751	6.39205176	193.9661821	0.00108913	0.00529094	5	7	1	2	0
16942	5.58757169	221.8927908	7.26207834	170.7282429	0.00365099	0.00440692	5	6	0	3	0
16943	5.52157782	224.5448521	6.3102176	196.4816355	0.00221353	0.02283263	8	10	0	0	0
16944	4.96767922	249.5817103	5.6829631	218.1682081	0.00103907	0.00095784	7	8	0	1	0
16945	5.99155461	206.9315822	7.02835732	176.4056407	0.01986905	0.15558963	7	10	0	1	0
16946	6.91983533	179.1721648	7.05530448	175.7318737	0.16677763	0.00825337	8	12	0	0	0
16947	6.21866191	199.374382	7.02310117	176.5376642	0.00490374	0.15631595	7	10	0	1	0
16948	6.02412473	205.8127828	6.95871495	178.1710968	0.01618718	0.15381255	7	10	0	1	0
16949	6.16398417	201.1429363	6.45968701	191.9352861	0.03903306	0.02566056	6	8	0	2	0
16950	6.07876819	203.9626841	6.50270876	190.6654475	0.05187296	0.01621024	6	8	0	2	0
16951	6.88453944	180.0907506	7.4195411	167.1049273	0.11324442	0.02203061	8	12	0	0	0
16952	5.99900699	206.6745174	6.9241418	179.0607286	0.0003107	0.10090629	7	10	0	1	0
16953	5.70854806	217.1904069	7.01395297	176.7679197	0.01421539	0.11020166	7	10	0	1	0
16954	5.81993078	213.0337837	6.28578722	197.2452823	0.02845348	0.01318851	6	8	0	2	0
16955	6.45972838	191.9340572	7.25923366	170.7951462	0.04919031	0.02236219	7	10	0	1	0
16956	6.19112508	200.2611577	6.84868599	181.0335409	0.0003001	0.07534997	6	8	0	2	0
16957	6.97788673	177.6815708	7.84656281	158.0108265	0.0020359	0.01064129	7	12	0	1	0
16958	8.25458173	150.2004481	8.62403967	143.7657899	0.00078836	0.00519301	8	14	0	0	0
16959	7.24780788	171.0643958	7.90686025	156.8058416	0.01389874	0.00080595	7	12	0	1	0
16960	6.94752046	178.4581827	7.65741104	161.913977	0.00565308	0.0133543	7	12	0	1	0
16961	7.52050077	164.8616113	7.9605913	155.74746	0.01125601	0.01324244	6	10	0	2	0
16962	7.5715379	163.750336	7.97322827	155.500612	0.00487144	0.00846662	6	10	0	2	0
16963	7.28962932	170.0829796	7.75370505	159.9031517	0.02258015	0.00623306	6	10	0	2	0
16964	6.90316781	179.6047713	7.67442686	161.5549796	0.00416848	0.05254321	7	12	0	1	0
16965	7.450192	166.4174394	8.02324579	154.5312095	0.00718502	0.02591124	6	10	0	2	0
16966	7.17629065	172.7691835	7.52867535	164.682606	0.0058799	0.00583238	6	10	0	2	0
16967	7.05170469	175.8215823	7.38912748	167.7927305	0.00166079	0.01176104	6	10	0	2	0
16968	7.11336704	174.2974696	8.14348445	152.2495539	0.00338877	0.00818665	7	12	0	1	0
16969	7.14099558	173.6231121	7.45346063	166.3444589	0.00325219	0.01531834	6	10	0	2	0
16970	7.21281485	171.894316	7.67050734	161.637532	0.01028818	0.00637123	6	10	0	2	0
16971	7.61404589	162.8361443	7.92905875	156.3668418	0.01119989	0.00702656	5	8	0	3	0
16972	7.25031595	171.0052202	7.69163997	161.193436	0.00144932	0.00440223	5	8	0	3	0
16973	5.59579088	221.5668707	6.56170521	188.9511697	0.02774482	0.02621525	8	10	0	0	0
16974	4.83632307	256.3604331	6.14868675	201.6433632	0.00291713	0.03380859	7	9	1	0	0
16975	4.80282422	258.1485016	5.69157332	217.8381627	0.00278802	0.03615223	7	8	0	1	0
16976	4.576973	270.8868669	5.44120383	227.8616855	0.00846804	0.01445586	6	7	1	1	0
16977	5.67766613	218.3717477	5.93561209	208.8818907	0.03134175	0.00581943	7	8	0	1	0
16978	5.65919531	219.0844823	6.19537441	200.1238011	0.0164861	0.03002306	7	8	0	1	0
16979	5.07611005	244.2503931	5.87682108	210.97152	0.00994277	0.01566431	6	7	1	1	0
16980	4.95860885	250.0382493	5.57892609	222.2366557	0.00745566	0.01442764	6	6	0	2	0
16981	6.78875999	182.631567	6.93996005	178.6525955	0.00089821	0.01112707	8	12	0	0	0
16982	6.52599218	189.9851918	6.60599337	187.6843959	0.0055255	0.00438736	7	10	0	1	0
16983	6.61265989	187.4951829	6.9911999	177.3432162	0.00400862	0.00116083	7	10	0	1	0
16984	7.00558411	176.9790864	7.15842202	173.2004445	0.00715201	0.01543059	7	10	0	1	0
16985	6.33009933	195.8645214	6.74716767	183.7573834	0.00553775	0.0055731	7	10	0	1	0
16986	6.17358571	200.8301065	6.42110209	193.0886409	0.00715785	0.00268076	6	8	0	2	0
16987	5.5384897	223.8592005	6.11723937	202.6799674	0.02156116	0.0027358	6	9	1	1	0
16988	6.53030301	189.8597775	6.77267861	183.0652164	0.00948155	0.00316753	7	10	0	1	0
16989	6.15218069	201.5288461	6.65868196	186.1992933	0.01214551	0.00478343	6	8	0	2	0
16990	6.25827461	198.1124116	6.67978629	185.6110092	0.00808645	0.01163081	6	8	0	2	0
16991	5.90490323	209.9681956	6.33920399	195.5832117	0.04397398	0.00098957	6	9	1	1	0
16992	5.92546687	209.2395254	6.34977561	195.2575889	0.02476368	0.00180722	6	8	0	2	0
16993	5.63782757	219.914827	6.45800508	191.9852741	0.01100459	0.00422122	7	8	0	1	0
16994	5.75481884	215.4441192	6.74180621	183.9035174	0.03724309	0.01073046	8	10	0	0	0
16995	5.47458186	226.4724335	6.37308461	194.5434513	0.02322903	0.03289915	6	7	1	1	0
16996	5.56640177	222.7366845	6.46721804	191.711779	0.02118601	0.01500409	7	8	0	1	0
16997	5.17292761	239.6789533	6.29534032	196.945965	0.04686441	0.00458054	7	9	1	0	0
16998	5.75332357	215.5001122	6.42190999	193.0643495	0.04658483	0.00072227	7	8	0	1	0
16999	6.61344249	187.4729957	7.39393138	167.6837142	0.00839422	0.05636606	8	12	0	0	0
17000	6.95678485	178.220529	7.07210479	175.3144096	0.01923749	0.01224408	7	10	0	1	0
17001	6.33663414	195.6625311	6.76375763	183.3066681	0.00506668	0.00148863	7	10	0	1	0
17002	6.78137374	182.8304889	7.23520819	171.3622943	0.00676175	0.03646282	6	8	0	2	0
17003	6.44945608	192.2397579	6.66447227	186.0375173	0.01000532	0.00709026	7	10	0	1	0
17004	6.33441342	195.7311266	6.80431402	182.2140882	0.00918469	0.00114658	6	8	0	2	0
17005	6.38879592	194.0650306	7.08625199	174.9644068	0.0198494	0.01192158	6	8	0	2	0
17006	6.51040033	190.44019	7.10867063	174.4126209	0.00914228	0.00007731	7	11	1	0	0
17007	7.17376897	172.8299143	7.43452396	166.7681593	0.00965805	0.00279901	7	10	0	1	0
17008	6.72170353	184.45352	6.98524469	177.4944086	0.01334204	0.01261143	6	9	1	1	0
17009	7.20477743	172.0860759	7.36400702	168.3651133	0.01744497	0.02355359	6	8	0	2	0
17010	5.2241125	237.3306234	6.98705017	177.4485435	0.00000082	0.00034656	7	6	0	1	0
17011	5.24668244	236.3096854	7.35024214	168.6804124	0.00000244	0.0036228	6	5	1	1	0
17012	5.18721332	239.018872	7.0271592	176.4357175	0.00000579	0.0014132	6	5	1	1	0
17013	5.21770993	237.6218479	7.31512421	169.4902013	0.00000344	0.00789189	5	4	2	1	0
17014	5.09222218	243.4775684	5.85008644	211.9356507	0.00001376	0.02410667	6	4	0	2	0
17015	5.11892444	242.2074967	5.92004663	209.4310995	0.00003212	0.02269351	5	3	1	2	0
17016	4.27493752	290.02573	5.255423	235.9166664	0.00048723	0.00071453	6	6	0	2	0
17017	4.22801584	293.2443778	5.23305715	236.9249637	0.00009243	0.00002584	5	5	1	2	0
17018	5.22986226	237.0696996	5.3435204	232.0271622	0.0000025	0.00917886	5	5	1	2	0
17019	7.15106433	173.3786494	7.4225251	167.0377478	0.00001289	0.0370371	8	10	0	0	0
17020	8.27799386	149.7756456	8.5792179	144.5168884	0.00000119	0.00205686	7	9	1	0	0
17021	6.28013488	197.4228102	6.87117974	180.4409028	0.02232939	0.00700655	7	9	1	0	0
17022	6.31205247	196.4245199	7.12829684	173.9324138	0.01115155	0.01465099	6	8	2	0	0
17023	7.03194323	176.3156832	7.032411	176.3039555	0.00014706	0.026231	6	8	2	0	0
17024	6.7196741	184.5092272	7.29020811	170.0694763	0.0000842	0.00009977	7	8	0	1	0
17025	6.77780741	182.92669	7.24974995	171.0185708	-0.00000189	0.00116726	6	7	1	1	0
17026	6.6386786	186.7603404	7.1892332	172.4581526	0.00007789	0.00001269	7	9	1	0	0
17027	6.59599836	187.9687968	6.817671	181.8570998	0.00003828	0.00561192	6	8	2	0	0
17028	7.15434058	173.2992525	7.24408237	171.1523714	0.00014399	0.00349464	7	8	0	1	0
17029	7.39043635	167.7630139	8.18360002	151.5032348	0.00381919	0.00661729	6	7	1	1	0
17030	7.05509822	175.7370114	7.38171183	167.9612946	-0.00000004	0.00000706	6	7	1	1	0
17031	7.30280916	169.7760202	7.37727991	168.0621977	0.02622162	0.00056693	5	6	2	1	0
17032	6.96720654	177.9539431	7.13374129	173.799669	0.00004556	0.00714508	6	6	0	2	0
17033	7.12475256	174.0189383	7.19834493	172.2398534	0.00000632	0.00380789	5	5	1	2	0
17034	4.23016228	293.0955821	7.57462013	163.6837034	0.00029365	0.08880678	7	10	0	1	0
17035	5.3093459	233.5206444	6.5711228	188.6803691	0.01436233	0.24421328	6	9	1	1	0
17036	4.19525606	295.5342553	5.25282731	236.033245	0.00035705	0.01535342	6	9	1	1	0
17037	4.12968615	300.2266591	5.59037119	221.7816729	0.00106576	0.0104069	6	8	0	2	0
17038	4.22834483	293.2215619	5.35546729	231.50956	0.00028411	0.00015933	6	9	1	1	0
17039	4.23162843	292.9940321	6.817671	181.8570998	0.00024652	0.00712053	6	8	0	2	0
17040	5.36847841	230.94847	6.63568889	186.8444855	0.01245765	0.22842795	5	7	1	2	0
17041	4.11671312	301.1727655	6.30262155	196.7184395	0.00096631	0.02001329	5	7	1	2	0
17042	4.14600999	299.0445946	5.8502029	211.9314315	0.00059266	0.00841164	5	6	0	3	0
17043	5.21417327	237.7830218	7.4664772	166.0544649	0.00004004	0.01633681	7	10	0	1	0
17044	5.18825388	238.970934	6.38480129	194.1864468	0.00000569	0.09403397	6	9	1	1	0
17045	5.09546197	243.322761	5.7760946	214.6505486	0.00005243	0.01833408	6	8	0	2	0
17046	5.21757796	237.6278584	5.97257249	207.5892551	0.00001115	0.10149198	6	9	1	1	0
17047	4.85622955	255.3095693	5.66778241	218.7525536	0.0013733	0.0104037	5	7	1	2	0
17048	5.05351562	245.3424443	7.16513942	173.038067	0.00012081	0.01610685	6	8	0	2	0
17049	5.04189963	245.907687	6.23554902	198.8344364	0.0000839	0.12214522	5	7	1	2	0
17050	4.92339895	251.8264086	5.59925299	221.4298725	0.00008567	0.02395785	5	6	0	3	0
17051	5.23194557	236.975301	7.2671568	170.608934	0.00005438	0.00108318	6	8	0	2	0
17052	5.21390415	237.7952952	6.3636477	194.8319476	0.00002722	0.07682544	5	7	1	2	0
17053	5.12013753	242.150112	5.81702297	213.1402749	0.00009124	0.0197344	5	6	0	3	0
17054	7.14660765	173.4867696	8.72319251	142.131665	0.00088566	0.01496155	7	12	0	1	0
17055	6.94345045	178.5627886	7.1956608	172.3041025	0.00697291	0.00136288	6	10	0	2	0
17056	8.86493879	139.8590453	8.92622291	138.8988253	0.05492172	0.02316535	8	14	0	0	0
17057	7.10998385	174.3804067	8.34916469	148.4989123	0.00369786	0.03319163	7	12	0	1	0
17058	6.8062814	182.1614185	7.22230809	171.6683725	0.00994026	0.00969917	7	12	0	1	0
17059	6.58581396	188.2594746	7.30782803	169.6594215	0.01075191	0.00576863	6	10	0	2	0
17060	5.99249232	206.8992015	6.5933428	188.0445038	0.01364651	0.00442044	6	11	1	1	0
17061	7.43386299	166.7829871	8.04154136	154.1796305	0.02122686	0.0134694	7	12	0	1	0
17062	7.15042405	173.3941745	7.48438528	165.657142	0.00282655	0.01732425	6	10	0	2	0
17063	6.66981441	185.8885119	6.99061513	177.3580511	0.00909172	0.00205035	6	11	1	1	0
17064	6.89620795	179.7860337	6.99355151	177.2835839	0.02990883	0.03138782	5	9	1	2	0
17065	6.73909759	183.9774331	7.27973908	170.3140542	0.00850371	0.01373332	6	10	0	2	0
17066	6.52279484	190.0783186	7.35812936	168.499603	0.01013941	0.00437362	5	8	0	3	0
17067	7.22067813	171.7071241	7.24799291	171.0600286	0.01020913	0.00362873	6	10	0	2	0
17068	6.93305053	178.8306416	6.99692626	177.1980765	0.03974733	0.00804412	5	9	1	2	0
17069	6.64546213	186.5697	7.1865575	172.5223621	0.01088637	0.00058026	5	8	0	3	0
